filename x_left y_top x_right y_bottom class_ID confidence
personD-1.jpg 347 218 347 218 0 1
personF-1.jpg 18 130 18 130 0 1
personD-1.jpg 350 251 350 251 0 1
personF-1.jpg 19 150 19 150 0 1
personD-1.jpg 354 284 354 284 0 1
personF-1.jpg 22 171 22 171 0 1
personD-1.jpg 359 316 359 316 0 1
personF-1.jpg 27 190 27 190 0 1
personD-1.jpg 370 346 370 346 0 1
personF-1.jpg 37 208 37 208 0 1
personD-1.jpg 389 370 389 370 0 1
personF-1.jpg 50 225 50 225 0 1
personD-1.jpg 412 390 412 390 0 1
personF-1.jpg 64 239 64 239 0 1
personD-1.jpg 435 407 435 407 0 1
personF-1.jpg 80 251 80 251 0 1
personD-1.jpg 461 414 461 414 0 1
personF-1.jpg 99 253 99 253 0 1
personD-1.jpg 487 410 487 410 0 1
personF-1.jpg 116 248 116 248 0 1
personD-1.jpg 512 395 512 395 0 1
personF-1.jpg 130 235 130 235 0 1
personD-1.jpg 536 375 536 375 0 1
personF-1.jpg 142 219 142 219 0 1
personD-1.jpg 558 350 558 350 0 1
personF-1.jpg 152 202 152 202 0 1
personD-1.jpg 571 321 571 321 0 1
personF-1.jpg 159 184 159 184 0 1
personD-1.jpg 578 289 578 289 0 1
personF-1.jpg 161 164 161 164 0 1
personD-1.jpg 582 254 582 254 0 1
personF-1.jpg 161 145 161 145 0 1
personD-1.jpg 584 220 584 220 0 1
personF-1.jpg 160 127 160 127 0 1
personD-1.jpg 363 216 363 216 0 1
personF-1.jpg 32 131 32 131 0 1
personD-1.jpg 375 197 375 197 0 1
personF-1.jpg 40 122 40 122 0 1
personD-1.jpg 398 189 398 189 0 1
personF-1.jpg 52 119 52 119 0 1
personD-1.jpg 422 194 422 194 0 1
personF-1.jpg 66 122 66 122 0 1
personD-1.jpg 445 202 445 202 0 1
personF-1.jpg 78 128 78 128 0 1
personD-1.jpg 489 202 489 202 0 1
personF-1.jpg 108 127 108 127 0 1
personD-1.jpg 512 193 512 193 0 1
personF-1.jpg 120 121 120 121 0 1
personD-1.jpg 535 190 535 190 0 1
personF-1.jpg 132 116 132 116 0 1
personD-1.jpg 557 199 557 199 0 1
personF-1.jpg 144 117 144 117 0 1
personD-1.jpg 568 217 568 217 0 1
personF-1.jpg 153 124 153 124 0 1
personD-1.jpg 467 225 467 225 0 1
personF-1.jpg 94 140 94 140 0 1
personD-1.jpg 467 243 467 243 0 1
personF-1.jpg 95 152 95 152 0 1
personD-1.jpg 466 261 466 261 0 1
personF-1.jpg 96 164 96 164 0 1
personD-1.jpg 465 280 465 280 0 1
personF-1.jpg 96 177 96 177 0 1
personD-1.jpg 444 291 444 291 0 1
personF-1.jpg 82 183 82 183 0 1
personD-1.jpg 454 295 454 295 0 1
personF-1.jpg 89 185 89 185 0 1
personD-1.jpg 465 298 465 298 0 1
personF-1.jpg 96 187 96 187 0 1
personD-1.jpg 476 295 476 295 0 1
personF-1.jpg 103 185 103 185 0 1
personD-1.jpg 486 293 486 293 0 1
personF-1.jpg 110 182 110 182 0 1
personD-1.jpg 396 226 396 226 0 1
personF-1.jpg 49 139 49 139 0 1
personD-1.jpg 408 220 408 220 0 1
personF-1.jpg 57 135 57 135 0 1
personD-1.jpg 424 220 424 220 0 1
personF-1.jpg 66 135 66 135 0 1
personD-1.jpg 437 227 437 227 0 1
personF-1.jpg 74 141 74 141 0 1
personD-1.jpg 423 230 423 230 0 1
personF-1.jpg 66 143 66 143 0 1
personD-1.jpg 408 230 408 230 0 1
personF-1.jpg 57 143 57 143 0 1
personD-1.jpg 496 228 496 228 0 1
personF-1.jpg 113 139 113 139 0 1
personD-1.jpg 510 221 510 221 0 1
personF-1.jpg 120 133 120 133 0 1
personD-1.jpg 525 222 525 222 0 1
personF-1.jpg 129 132 129 132 0 1
personD-1.jpg 537 228 537 228 0 1
personF-1.jpg 136 135 136 135 0 1
personD-1.jpg 526 232 526 232 0 1
personF-1.jpg 130 139 130 139 0 1
personD-1.jpg 510 232 510 232 0 1
personF-1.jpg 121 140 121 140 0 1
personD-1.jpg 424 327 424 327 0 1
personF-1.jpg 68 205 68 205 0 1
personD-1.jpg 439 321 439 321 0 1
personF-1.jpg 79 203 79 203 0 1
personD-1.jpg 454 319 454 319 0 1
personF-1.jpg 89 201 89 201 0 1
personD-1.jpg 465 322 465 322 0 1
personF-1.jpg 96 203 96 203 0 1
personD-1.jpg 476 320 476 320 0 1
personF-1.jpg 103 200 103 200 0 1
personD-1.jpg 492 324 492 324 0 1
personF-1.jpg 114 202 114 202 0 1
personD-1.jpg 508 329 508 329 0 1
personF-1.jpg 125 202 125 202 0 1
personD-1.jpg 491 341 491 341 0 1
personF-1.jpg 115 211 115 211 0 1
personD-1.jpg 476 346 476 346 0 1
personF-1.jpg 105 215 105 215 0 1
personD-1.jpg 464 346 464 346 0 1
personF-1.jpg 98 216 98 216 0 1
personD-1.jpg 452 344 452 344 0 1
personF-1.jpg 90 216 90 216 0 1
personD-1.jpg 438 338 438 338 0 1
personF-1.jpg 80 213 80 213 0 1
personD-1.jpg 430 327 430 327 0 1
personF-1.jpg 72 206 72 206 0 1
personD-1.jpg 454 327 454 327 0 1
personF-1.jpg 89 206 89 206 0 1
personD-1.jpg 465 329 465 329 0 1
personF-1.jpg 96 207 96 207 0 1
personD-1.jpg 477 329 477 329 0 1
personF-1.jpg 104 205 104 205 0 1
personD-1.jpg 501 330 501 330 0 1
personF-1.jpg 121 203 121 203 0 1
personD-1.jpg 475 330 475 330 0 1
personF-1.jpg 104 206 104 206 0 1
personD-1.jpg 464 330 464 330 0 1
personF-1.jpg 97 207 97 207 0 1
personD-1.jpg 453 329 453 329 0 1
personF-1.jpg 89 207 89 207 0 1
